,平均打率,安打差,二塁打差,三塁打差,本塁打差,塁打差,得点差,三振差,四球差,死球差,犠打差,犠飛差,盗塁差,盗塁死差,併殺打差,平均出塁率,平均長打率,平均ＯＰＳ,平均得点圏,登板差,先発差,完投差,ＱＳ差,勝利差,敗戦差,ホールド差,セーブ差,被安打差,被本塁打差,奪三振差,与四球差,与死球差,暴投差,ボーク差,失点差,自責点差,防御率,投球回,勝率,奪三振率,被打率,Ｋ／ＢＢ,ＷＨＩＰ,point
ホーム,0.2664444444444445,-74.0,-12.0,-7.0,3.0,-91.0,-50.0,-70.0,-44.0,2.0,-1.0,-15.0,2.0,-2.0,-9.0,0.32333333333333336,0.42477777777777775,0.7478888888888888,0.2743333333333334,-3.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,-1.0,-26.0,-12.0,-4.0,2.0,-2.0,-2.0,2.0,5.48,44.1,0.5,5.68,0.302,1.87,1.56,10
アウェー,0.249,74.0,12.0,7.0,-3.0,91.0,50.0,70.0,44.0,-2.0,1.0,15.0,-2.0,2.0,9.0,0.3195555555555556,0.3927777777777778,0.7125555555555556,0.27655555555555555,3.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,-6.0,1.0,26.0,12.0,4.0,-2.0,2.0,2.0,-2.0,3.52,64.0,0.6,7.59,0.203,2.0,1.17,9
ホーム,0.23866666666666664,111.0,23.0,0.0,11.0,167.0,62.0,58.0,27.0,8.0,-3.0,11.0,-3.0,-1.0,11.0,0.2983333333333333,0.38622222222222224,0.6844444444444444,0.24655555555555553,2.0,2.0,0.0,-2.0,1.0,2.0,0.0,0.0,14.0,6.0,-10.0,-1.0,3.0,-2.0,-1.0,18.0,19.0,4.01,67.1,0.5,6.01,0.228,2.37,1.11,4
アウェー,0.24800000000000003,-111.0,-23.0,0.0,-11.0,-167.0,-62.0,-58.0,-27.0,-8.0,3.0,-11.0,3.0,1.0,-11.0,0.30477777777777776,0.41277777777777774,0.7175555555555556,0.26155555555555554,-2.0,-2.0,0.0,2.0,-1.0,-2.0,0.0,0.0,-14.0,-6.0,10.0,1.0,-3.0,2.0,1.0,-18.0,-19.0,1.73,57.1,0.6,8.63,0.207,2.75,1.08,2
ホーム,0.27088888888888885,158.0,35.0,5.0,23.0,272.0,133.0,85.0,97.0,7.0,-2.0,5.0,44.0,1.0,4.0,0.35411111111111115,0.4431111111111112,0.7971111111111111,0.3237777777777778,5.0,6.0,0.0,5.0,3.0,-1.0,0.0,0.0,31.0,1.0,39.0,12.0,1.0,0.0,0.0,9.0,8.0,3.12,69.1,0.8,8.57,0.227,3.0,1.18,12
アウェー,0.22911111111111115,-158.0,-35.0,-5.0,-23.0,-272.0,-133.0,-85.0,-97.0,-7.0,2.0,-5.0,-44.0,-1.0,-4.0,0.28611111111111115,0.3555555555555555,0.6415555555555555,0.23011111111111107,-5.0,-6.0,0.0,-5.0,-3.0,1.0,0.0,0.0,-31.0,-1.0,-39.0,-12.0,-1.0,0.0,0.0,-9.0,-8.0,5.4,26.2,0.333,9.11,0.276,2.7,1.46,5
ホーム,0.23500000000000001,-61.0,13.0,5.0,7.0,-17.0,-2.0,44.0,-25.0,4.0,0.0,5.0,4.0,-5.0,-31.0,0.30066666666666664,0.394,0.695,0.2958888888888889,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-17.0,0.0,31.0,1.0,-1.0,0.0,0.0,-3.0,-5.0,3.42,71.0,0.556,11.03,0.189,4.14,0.97,8
アウェー,0.262,61.0,-13.0,-5.0,-7.0,17.0,2.0,-44.0,25.0,-4.0,0.0,-5.0,-4.0,5.0,31.0,0.3273333333333333,0.3827777777777778,0.7101111111111112,0.2693333333333333,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,17.0,0.0,-31.0,-1.0,1.0,0.0,0.0,3.0,5.0,4.24,68.0,0.444,7.41,0.253,2.8,1.25,11
ホーム,0.25922222222222224,73.0,-7.0,-4.0,10.0,88.0,9.0,-49.0,31.0,-14.0,1.0,2.0,10.0,0.0,8.0,0.3277777777777777,0.4166666666666667,0.744,0.2676666666666667,2.0,2.0,-1.0,0.0,0.0,4.0,0.0,0.0,30.0,5.0,18.0,-14.0,1.0,0.0,0.0,21.0,20.0,4.84,67.0,0.5,10.07,0.253,6.82,1.15,1
アウェー,0.2496666666666667,-73.0,7.0,4.0,-10.0,-88.0,-9.0,49.0,-31.0,14.0,-1.0,-2.0,-10.0,0.0,-8.0,0.32122222222222224,0.43277777777777776,0.754,0.2584444444444444,-2.0,-2.0,1.0,0.0,0.0,-4.0,0.0,0.0,-30.0,-5.0,-18.0,14.0,-1.0,0.0,0.0,-21.0,-20.0,2.44,59.0,0.833,8.69,0.175,2.28,1.03,6
ホーム,0.27222222222222225,34.0,15.0,2.0,23.0,122.0,51.0,-64.0,32.0,2.0,-6.0,4.0,10.0,-1.0,3.0,0.33811111111111114,0.45644444444444443,0.7942222222222222,0.2648888888888889,6.0,6.0,0.0,1.0,1.0,4.0,0.0,0.0,30.0,-1.0,7.0,22.0,1.0,2.0,0.0,23.0,20.0,5.02,57.1,0.222,4.87,0.251,1.07,1.48,1
アウェー,0.25622222222222224,-34.0,-15.0,-2.0,-23.0,-122.0,-51.0,64.0,-32.0,-2.0,6.0,-4.0,-10.0,1.0,-3.0,0.3204444444444444,0.38166666666666665,0.7024444444444444,0.2697777777777778,-6.0,-6.0,0.0,-1.0,-1.0,-4.0,0.0,0.0,-30.0,1.0,-7.0,-22.0,-1.0,-2.0,0.0,-23.0,-20.0,4.32,25.0,0.25,8.64,0.271,3.43,1.32,4
ホーム,0.235,43.0,-10.0,3.0,13.0,78.0,25.0,143.0,43.0,14.0,-3.0,3.0,4.0,-5.0,2.0,0.30477777777777776,0.3977777777777778,0.7025555555555556,0.2672222222222222,7.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,32.0,4.0,36.0,23.0,3.0,4.0,0.0,24.0,21.0,3.86,58.1,0.286,8.33,0.216,2.16,1.22,5
アウェー,0.26255555555555554,-43.0,10.0,-3.0,-13.0,-78.0,-25.0,-143.0,-43.0,-14.0,3.0,-3.0,-4.0,5.0,-2.0,0.31577777777777777,0.41488888888888886,0.7304444444444445,0.23911111111111114,-7.0,-5.0,0.0,0.0,0.0,-5.0,-1.0,0.0,-32.0,-4.0,-36.0,-23.0,-3.0,-4.0,0.0,-24.0,-21.0,1.3,27.2,1.0,5.86,0.149,9.0,0.58,4
ホーム,0.24611111111111109,-160.0,-24.0,-5.0,-31.0,-287.0,-95.0,-97.0,-112.0,-8.0,-1.0,-9.0,-15.0,-7.0,-16.0,0.31322222222222224,0.37877777777777777,0.6922222222222222,0.24777777777777776,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,10.0,-1.0,-3.0,-1.0,1.0,2.0,2.73,69.1,0.714,7.14,0.222,1.9,1.23,2
アウェー,0.2331111111111111,160.0,24.0,5.0,31.0,287.0,95.0,97.0,112.0,8.0,1.0,9.0,15.0,7.0,16.0,0.32066666666666666,0.39755555555555555,0.7182222222222223,0.24766666666666667,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-5.0,-2.0,-3.0,-10.0,1.0,3.0,1.0,-1.0,-2.0,2.7,63.1,0.667,7.39,0.218,2.74,1.11,6
ホーム,0.23011111111111113,13.0,9.0,3.0,0.0,28.0,5.0,-19.0,33.0,4.0,-4.0,-8.0,8.0,-3.0,12.0,0.31666666666666665,0.3642222222222222,0.6809999999999999,0.2346666666666667,0.0,0.0,1.0,1.0,5.0,-2.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,0.0,1.0,1.0,1.0,3.42,73.2,0.7,8.06,0.25,3.3,1.22,1
アウェー,0.23933333333333331,-13.0,-9.0,-3.0,0.0,-28.0,-5.0,19.0,-33.0,-4.0,4.0,8.0,-8.0,3.0,-12.0,0.3028888888888889,0.37533333333333335,0.678,0.24344444444444444,0.0,0.0,-1.0,-1.0,-5.0,2.0,0.0,0.0,-1.0,0.0,-1.0,-6.0,-6.0,0.0,-1.0,-1.0,-1.0,3.66,66.1,0.286,8.82,0.267,4.64,1.25,8
ホーム,0.27399999999999997,87.0,29.0,7.0,37.0,241.0,55.0,-23.0,-21.0,-5.0,-1.0,6.0,-16.0,-13.0,-12.0,0.3302222222222222,0.48666666666666664,0.8167777777777778,0.29533333333333334,-1.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,-8.0,-5.0,-2.0,-2.0,0.0,7.0,7.0,5.81,26.1,0.25,10.94,0.24,3.56,1.25,9
アウェー,0.22666666666666668,-87.0,-29.0,-7.0,-37.0,-241.0,-55.0,23.0,21.0,5.0,1.0,-6.0,16.0,13.0,12.0,0.3181111111111111,0.3502222222222222,0.6682222222222223,0.23166666666666666,1.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,-1.0,-7.0,8.0,5.0,2.0,2.0,0.0,-7.0,-7.0,3.18,28.1,1.0,12.71,0.215,2.86,1.31,5
ホーム,0.2667777777777778,196.0,31.0,3.0,33.0,332.0,144.0,119.0,99.0,3.0,2.0,8.0,41.0,5.0,12.0,0.34400000000000003,0.4474444444444445,0.7916666666666667,0.31322222222222224,8.0,8.0,0.0,5.0,3.0,5.0,0.0,0.0,22.0,7.0,77.0,14.0,-1.0,3.0,0.0,18.0,19.0,3.49,69.2,0.5,12.01,0.194,6.2,0.93,4
アウェー,0.23733333333333334,-196.0,-31.0,-3.0,-33.0,-332.0,-144.0,-119.0,-99.0,-3.0,-2.0,-8.0,-41.0,-5.0,-12.0,0.30088888888888893,0.3667777777777778,0.6676666666666666,0.2118888888888889,-8.0,-8.0,0.0,-5.0,-3.0,-5.0,0.0,0.0,-22.0,-7.0,-77.0,-14.0,1.0,-3.0,0.0,-18.0,-19.0,2.57,28.0,1.0,5.14,0.264,16.0,1.04,3
ホーム,0.2566666666666666,-73.0,12.0,4.0,1.0,-50.0,-5.0,3.0,-37.0,-1.0,0.0,7.0,9.0,-3.0,-27.0,0.3188888888888889,0.4034444444444445,0.7224444444444444,0.3015555555555556,-4.0,-4.0,0.0,-1.0,-3.0,0.0,0.0,0.0,-8.0,-1.0,-28.0,-12.0,-1.0,2.0,0.0,-4.0,-6.0,5.74,26.2,0.25,6.08,0.336,3.6,1.61,3
アウェー,0.27566666666666667,73.0,-12.0,-4.0,-1.0,50.0,5.0,-3.0,37.0,1.0,0.0,-7.0,-9.0,3.0,27.0,0.3393333333333334,0.4124444444444444,0.7517777777777778,0.2721111111111111,4.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,1.0,28.0,12.0,1.0,-2.0,0.0,4.0,6.0,3.76,55.0,0.571,7.53,0.224,2.71,1.15,7
ホーム,0.25277777777777777,128.0,32.0,-2.0,9.0,183.0,59.0,100.0,39.0,6.0,-4.0,9.0,-5.0,-1.0,6.0,0.3147777777777778,0.4241111111111111,0.7387777777777778,0.26555555555555554,-7.0,-7.0,0.0,-4.0,-8.0,1.0,0.0,0.0,-25.0,-2.0,-72.0,-4.0,-3.0,-2.0,-1.0,-5.0,-9.0,5.82,21.2,0.0,4.15,0.322,1.67,1.62,9
アウェー,0.24944444444444447,-128.0,-32.0,2.0,-9.0,-183.0,-59.0,-100.0,-39.0,-6.0,4.0,-9.0,5.0,1.0,-6.0,0.293,0.4284444444444444,0.7214444444444444,0.2765555555555556,7.0,7.0,0.0,4.0,8.0,-1.0,0.0,0.0,25.0,2.0,72.0,4.0,3.0,2.0,1.0,5.0,9.0,3.06,67.2,0.889,10.91,0.213,8.2,0.95,11
ホーム,0.2338888888888889,2.0,-7.0,-2.0,-2.0,-15.0,-28.0,38.0,-39.0,-2.0,2.0,-1.0,13.0,8.0,11.0,0.28188888888888886,0.35488888888888886,0.6366666666666666,0.298,-3.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,-19.0,-2.0,-20.0,6.0,-6.0,-1.0,-1.0,-11.0,-8.0,2.96,54.2,0.5,7.24,0.203,1.69,1.17,0
アウェー,0.23522222222222222,-2.0,7.0,2.0,2.0,15.0,28.0,-38.0,39.0,2.0,-2.0,1.0,-13.0,-8.0,-11.0,0.30522222222222223,0.35911111111111116,0.6642222222222223,0.2508888888888889,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,19.0,2.0,20.0,-6.0,6.0,1.0,1.0,11.0,8.0,3.41,68.2,0.375,8.39,0.221,3.2,1.12,7
ホーム,0.24833333333333332,12.0,6.0,3.0,10.0,54.0,8.0,11.0,-1.0,2.0,4.0,2.0,23.0,8.0,-11.0,0.3091111111111111,0.40922222222222226,0.7182222222222223,0.25822222222222224,1.0,2.0,0.0,5.0,-2.0,4.0,0.0,0.0,4.0,-2.0,11.0,10.0,1.0,2.0,0.0,-2.0,-2.0,2.48,61.2,0.143,7.59,0.205,2.6,1.07,6
アウェー,0.2328888888888889,-12.0,-6.0,-3.0,-10.0,-54.0,-8.0,-11.0,1.0,-2.0,-4.0,-2.0,-23.0,-8.0,11.0,0.29200000000000004,0.3575555555555556,0.6494444444444444,0.25455555555555553,-1.0,-2.0,0.0,-5.0,2.0,-4.0,0.0,0.0,-4.0,2.0,-11.0,-10.0,-1.0,-2.0,0.0,2.0,2.0,3.92,43.2,0.6,8.45,0.251,4.1,1.19,3
ホーム,0.255,9.0,7.0,-7.0,15.0,47.0,-11.0,-8.0,-15.0,10.0,1.0,-15.0,8.0,-2.0,0.0,0.3196666666666667,0.42388888888888887,0.7432222222222222,0.24400000000000002,-4.0,-5.0,0.0,-1.0,-2.0,2.0,0.0,0.0,-19.0,5.0,-31.0,-16.0,0.0,1.0,0.0,-3.0,0.0,5.59,37.0,0.2,6.32,0.225,3.25,1.05,5
アウェー,0.2502222222222222,-9.0,-7.0,7.0,-15.0,-47.0,11.0,8.0,15.0,-10.0,-1.0,15.0,-8.0,2.0,0.0,0.3184444444444445,0.38,0.6985555555555556,0.2801111111111111,4.0,5.0,0.0,1.0,2.0,-2.0,0.0,0.0,19.0,-5.0,31.0,16.0,0.0,-1.0,0.0,3.0,0.0,3.63,57.0,0.6,9.0,0.234,2.38,1.3,10
ホーム,0.2184444444444444,-33.0,0.0,2.0,15.0,16.0,43.0,-60.0,-1.0,8.0,-4.0,3.0,-29.0,-2.0,2.0,0.30088888888888893,0.3697777777777777,0.6702222222222223,0.27333333333333326,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,-2.0,-4.0,-3.0,0.0,5.0,-1.0,4.0,4.0,3.6,50.0,0.571,7.74,0.239,3.58,1.14,3
アウェー,0.23744444444444446,33.0,0.0,-2.0,-15.0,-16.0,-43.0,60.0,1.0,-8.0,4.0,-3.0,29.0,2.0,-2.0,0.31044444444444447,0.3617777777777778,0.6725555555555555,0.24000000000000002,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,2.0,4.0,3.0,0.0,-5.0,1.0,-4.0,-4.0,2.84,50.2,0.714,8.35,0.235,3.13,1.16,2
ホーム,0.2582222222222222,115.0,2.0,-4.0,25.0,184.0,49.0,-36.0,28.0,-10.0,-1.0,-1.0,14.0,0.0,2.0,0.31722222222222224,0.42322222222222217,0.740111111111111,0.2627777777777778,3.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,11.0,6.0,35.0,-6.0,-3.0,-3.0,-1.0,6.0,3.0,3.38,72.0,0.5,9.63,0.227,7.0,1.01,5
アウェー,0.2247777777777778,-115.0,-2.0,4.0,-25.0,-184.0,-49.0,36.0,-28.0,10.0,1.0,1.0,-14.0,0.0,-2.0,0.29333333333333333,0.36744444444444446,0.6607777777777779,0.211,-3.0,-3.0,0.0,-3.0,0.0,-1.0,0.0,0.0,-11.0,-6.0,-35.0,6.0,3.0,3.0,1.0,-6.0,-3.0,3.95,54.2,0.571,6.91,0.258,2.47,1.24,2
ホーム,0.2182222222222222,29.0,-10.0,1.0,6.0,39.0,21.0,149.0,50.0,15.0,-2.0,2.0,-8.0,-13.0,2.0,0.3201111111111111,0.3533333333333333,0.6733333333333333,0.252,0.0,0.0,0.0,-5.0,-2.0,1.0,0.0,0.0,17.0,-1.0,-1.0,8.0,2.0,3.0,0.0,18.0,18.0,6.14,63.0,0.333,10.0,0.269,2.59,1.48,9
アウェー,0.25733333333333336,-29.0,10.0,-1.0,-6.0,-39.0,-21.0,-149.0,-50.0,-15.0,2.0,-2.0,8.0,13.0,-2.0,0.311,0.41988888888888887,0.7305555555555556,0.23855555555555552,0.0,0.0,0.0,5.0,2.0,-1.0,0.0,0.0,-17.0,1.0,1.0,-8.0,-2.0,-3.0,0.0,-18.0,-18.0,3.18,70.2,0.5,9.04,0.192,3.74,0.96,0
ホーム,0.25988888888888884,126.0,23.0,8.0,28.0,249.0,113.0,99.0,80.0,6.0,-5.0,11.0,26.0,6.0,16.0,0.335,0.43244444444444446,0.7671111111111111,0.2962222222222222,-2.0,-2.0,-1.0,-4.0,-2.0,2.0,0.0,0.0,2.0,1.0,-2.0,-1.0,-2.0,3.0,0.0,7.0,5.0,3.0,57.0,0.7,12.16,0.213,5.13,1.05,6
アウェー,0.22666666666666668,-126.0,-23.0,-8.0,-28.0,-249.0,-113.0,-99.0,-80.0,-6.0,5.0,-11.0,-26.0,-6.0,-16.0,0.2977777777777778,0.32544444444444437,0.6237777777777779,0.1728888888888889,2.0,2.0,1.0,4.0,2.0,-2.0,0.0,0.0,-2.0,-1.0,2.0,1.0,2.0,-3.0,0.0,-7.0,-5.0,1.7,74.0,0.9,9.61,0.167,4.94,0.8,1
ホーム,0.2701111111111112,-121.0,-62.0,7.0,-48.0,-313.0,-57.0,-92.0,-99.0,20.0,7.0,5.0,-30.0,5.0,4.0,0.3426666666666667,0.4553333333333333,0.7981111111111111,0.2933333333333333,12.0,12.0,1.0,5.0,6.0,4.0,0.0,0.0,66.0,7.0,53.0,18.0,0.0,8.0,-2.0,20.0,22.0,3.53,140.1,0.688,7.44,0.248,3.14,1.21,6
アウェー,0.26266666666666666,121.0,62.0,-7.0,48.0,313.0,57.0,92.0,99.0,-20.0,-7.0,-5.0,30.0,-5.0,-4.0,0.3397777777777778,0.46077777777777773,0.8006666666666667,0.2782222222222222,-12.0,-12.0,-1.0,-5.0,-6.0,-4.0,0.0,0.0,-66.0,-7.0,-53.0,-18.0,0.0,-8.0,2.0,-20.0,-22.0,4.03,73.2,0.833,7.7,0.242,3.32,1.17,8
ホーム,0.2706666666666667,-76.0,-44.0,9.0,-40.0,-222.0,-32.0,-12.0,-85.0,23.0,11.0,4.0,-30.0,8.0,-1.0,0.339,0.4554444444444445,0.7945555555555556,0.28611111111111115,18.0,18.0,0.0,14.0,10.0,3.0,0.0,0.0,79.0,16.0,147.0,19.0,3.0,6.0,0.0,32.0,29.0,3.17,162.0,0.65,10.78,0.223,5.11,1.07,6
アウェー,0.2613333333333333,76.0,44.0,-9.0,40.0,222.0,32.0,12.0,85.0,-23.0,-11.0,-4.0,30.0,-8.0,1.0,0.33511111111111114,0.44966666666666666,0.7848888888888889,0.27577777777777773,-18.0,-18.0,0.0,-14.0,-10.0,-3.0,0.0,0.0,-79.0,-16.0,-147.0,-19.0,-3.0,-6.0,0.0,-32.0,-29.0,5.04,50.0,0.429,8.46,0.277,2.47,1.5,11
ホーム,0.2632222222222222,144.0,8.0,12.0,-20.0,116.0,77.0,50.0,-61.0,22.0,18.0,11.0,-24.0,6.0,20.0,0.3248888888888889,0.41488888888888886,0.7395555555555556,0.2872222222222222,-24.0,-26.0,0.0,-13.0,-10.0,-8.0,0.0,1.0,-149.0,-15.0,-159.0,-26.0,-3.0,0.0,0.0,-79.0,-72.0,5.7,36.1,0.333,6.44,0.248,1.63,1.38,14
アウェー,0.2515555555555556,-144.0,-8.0,-12.0,20.0,-116.0,-77.0,-50.0,61.0,-22.0,-18.0,-11.0,24.0,-6.0,-20.0,0.3308888888888889,0.4252222222222222,0.7561111111111111,0.26733333333333337,24.0,26.0,0.0,13.0,10.0,8.0,0.0,-1.0,149.0,15.0,159.0,26.0,3.0,0.0,0.0,79.0,72.0,4.71,181.2,0.524,9.17,0.259,4.4,1.24,3
ホーム,0.22055555555555556,-163.0,-56.0,-12.0,-56.0,-411.0,-156.0,129.0,-111.0,18.0,5.0,-10.0,-38.0,18.0,14.0,0.29611111111111105,0.3611111111111111,0.6571111111111111,0.21499999999999997,-1.0,-1.0,0.0,-1.0,-3.0,-3.0,0.0,0.0,-9.0,-2.0,-45.0,-10.0,3.0,-1.0,0.0,-15.0,-20.0,5.38,75.1,0.143,7.65,0.289,2.29,1.55,2
アウェー,0.26166666666666666,163.0,56.0,12.0,56.0,411.0,156.0,-129.0,111.0,-18.0,-5.0,10.0,38.0,-18.0,-14.0,0.3436666666666667,0.46311111111111114,0.8068888888888889,0.2777777777777778,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,9.0,2.0,45.0,10.0,-3.0,1.0,0.0,15.0,20.0,6.7,87.1,0.308,11.23,0.282,2.87,1.56,6
ホーム,0.22055555555555556,-162.0,-54.0,-12.0,-50.0,-390.0,-146.0,90.0,-96.0,24.0,6.0,-4.0,-33.0,18.0,15.0,0.29611111111111105,0.3611111111111111,0.6571111111111111,0.21499999999999997,-19.0,-18.0,0.0,-5.0,-4.0,-9.0,0.0,0.0,-105.0,-14.0,-78.0,-36.0,-4.0,1.0,-4.0,-52.0,-46.0,8.52,56.0,0.333,8.36,0.305,1.73,1.77,10
アウェー,0.26499999999999996,162.0,54.0,12.0,50.0,390.0,146.0,-90.0,96.0,-24.0,-6.0,4.0,33.0,-18.0,-15.0,0.343,0.45799999999999996,0.8009999999999999,0.27255555555555555,19.0,18.0,0.0,5.0,4.0,9.0,0.0,0.0,105.0,14.0,78.0,36.0,4.0,-1.0,4.0,52.0,46.0,5.19,171.2,0.316,6.82,0.265,1.97,1.4,1
ホーム,0.25900000000000006,22.0,17.0,8.0,6.0,73.0,24.0,-37.0,74.0,-17.0,-5.0,6.0,-28.0,-28.0,9.0,0.333,0.4365555555555556,0.7696666666666666,0.2752222222222222,-7.0,-4.0,0.0,1.0,-1.0,-3.0,0.0,-1.0,-26.0,-10.0,-23.0,-5.0,-1.0,-1.0,0.0,-12.0,-16.0,2.72,39.2,0.5,10.44,0.213,3.54,1.13,1
アウェー,0.24022222222222223,-22.0,-17.0,-8.0,-6.0,-73.0,-24.0,37.0,-74.0,17.0,5.0,-6.0,28.0,28.0,-9.0,0.3068888888888889,0.41455555555555557,0.7214444444444443,0.25344444444444447,7.0,4.0,0.0,-1.0,1.0,3.0,0.0,1.0,26.0,10.0,23.0,5.0,1.0,1.0,0.0,12.0,16.0,3.65,69.0,0.375,9.0,0.22,3.83,1.1,3
